ID,Responded,Previous,ControlPackage,PostalCode,Age,Income,Education,Reside,Gender,Married,Children,Region
04363,#NULL!,0,#NULL!,74360,34,2,4,13,0,0,1,2
00467,#NULL!,0,#NULL!,74360,26,3,5,13,0,0,0,2
06335,#NULL!,0,#NULL!,74370,29,2,3,10,0,0,1,2
04005,#NULL!,0,#NULL!,74400,36,2,4,14,0,0,1,2
05342,0,0,1,74420,28,3,3,5,0,0,0,2
01000,#NULL!,0,#NULL!,74420,36,3,1,2,0,0,3,2
00067,0,0,1,74420,51,4,2,6,0,0,0,2
00261,#NULL!,0,#NULL!,74430,41,4,3,10,0,0,0,2
07058,#NULL!,0,#NULL!,74430,34,2,1,14,0,0,1,2
05987,#NULL!,0,#NULL!,74440,54,3,4,9,0,0,0,2
00886,0,0,1,74450,56,3,5,9,0,0,0,2
00246,#NULL!,0,#NULL!,74460,56,3,5,11,0,0,0,2
04385,0,0,1,74500,44,4,4,4,0,0,0,2
01784,0,0,0,74500,55,4,5,11,0,0,0,2
05146,#NULL!,0,#NULL!,74510,32,4,4,8,0,0,0,2
08632,#NULL!,0,#NULL!,74530,36,1,5,12,0,0,0,2
08905,1,0,1,74540,35,2,5,11,0,0,0,2
03523,#NULL!,0,#NULL!,74540,44,3,5,10,0,0,0,2
01545,#NULL!,0,#NULL!,74560,40,1,4,12,0,0,0,2
07366,#NULL!,0,#NULL!,74580,39,2,1,13,0,0,1,2
08778,#NULL!,0,#NULL!,74580,40,2,1,8,0,0,1,2
02695,#NULL!,0,#NULL!,74590,49,1,5,11,0,0,0,2
00888,#NULL!,0,#NULL!,74610,39,4,1,9,0,0,0,2
01542,0,0,1,74620,30,4,5,6,0,0,0,2
00973,#NULL!,0,#NULL!,74630,44,3,5,10,0,0,0,2
05600,#NULL!,0,#NULL!,74630,38,2,3,9,0,0,1,2
00824,0,0,1,74640,32,2,4,11,0,0,1,2
09107,#NULL!,0,#NULL!,74650,51,4,1,12,0,0,0,2
01646,#NULL!,0,#NULL!,74680,42,2,4,6,0,0,1,2
08076,0,0,1,74690,46,1,3,13,0,0,0,2
05054,#NULL!,0,#NULL!,74710,36,2,1,10,0,0,0,2
09662,#NULL!,0,#NULL!,74750,35,1,5,3,0,0,0,2
02327,#NULL!,0,#NULL!,74750,45,4,3,10,0,0,0,2
08948,#NULL!,0,#NULL!,74750,36,4,2,11,0,0,0,2
05330,#NULL!,0,#NULL!,74770,38,3,4,9,0,0,0,2
05758,#NULL!,0,#NULL!,74770,33,1,4,12,0,0,0,2
08017,#NULL!,0,#NULL!,74780,38,2,2,12,0,0,1,2
09816,0,0,1,74780,40,2,5,12,0,0,0,2
02113,0,0,0,74800,20,2,4,11,0,0,0,2
08043,#NULL!,0,#NULL!,74800,26,4,2,9,0,0,0,2
09678,#NULL!,0,#NULL!,74800,36,4,1,13,0,0,0,2
05572,#NULL!,0,#NULL!,74810,19,4,1,12,0,0,0,2
09182,#NULL!,0,#NULL!,74810,28,4,1,7,0,0,0,2
09886,#NULL!,0,#NULL!,74810,36,3,2,8,0,0,0,2
09551,0,0,1,74830,53,4,3,12,0,0,0,2
04704,#NULL!,0,#NULL!,74830,37,1,1,13,0,0,0,2
00286,0,0,1,74830,34,3,1,10,0,0,0,2
04780,#NULL!,0,#NULL!,74850,30,2,5,14,0,0,0,2
03487,#NULL!,0,#NULL!,74850,43,4,5,7,0,0,0,2
08960,#NULL!,0,#NULL!,74850,16,2,3,16,0,0,0,2
00989,#NULL!,0,#NULL!,74870,48,4,4,11,0,0,0,2
05242,#NULL!,0,#NULL!,74880,36,3,4,7,0,0,0,2
08613,#NULL!,0,#NULL!,74880,38,1,3,6,0,0,0,2
07922,0,0,0,74890,40,4,4,8,0,0,0,2
01960,#NULL!,0,#NULL!,74890,55,3,1,9,0,0,2,2
03334,#NULL!,0,#NULL!,74900,32,2,5,4,0,0,1,2
02027,#NULL!,0,#NULL!,74910,42,4,3,7,0,0,0,2
07222,0,0,1,74910,32,2,4,11,0,0,1,2
04758,#NULL!,0,#NULL!,74910,32,3,2,8,0,0,0,2
00049,#NULL!,0,#NULL!,74910,50,3,1,6,0,0,0,2
07153,#NULL!,0,#NULL!,74910,60,4,1,7,0,0,0,2
03653,#NULL!,0,#NULL!,74920,42,4,5,8,0,0,0,2
04991,#NULL!,0,#NULL!,74930,27,1,5,7,0,0,0,2
01460,0,0,1,74940,20,4,4,5,0,0,0,2
08083,0,0,0,74950,52,2,1,13,0,0,1,2
05699,0,0,0,74960,32,1,4,5,0,0,0,2
06173,0,0,1,74970,38,4,3,7,0,0,0,2
00726,0,0,1,74970,41,3,2,7,0,0,0,2
09113,#NULL!,0,#NULL!,74970,27,4,3,7,0,0,0,2
07691,#NULL!,0,#NULL!,75000,42,1,3,11,0,0,0,2
02560,#NULL!,0,#NULL!,75010,30,3,2,9,0,0,0,2
04984,0,0,1,75020,31,1,2,10,0,0,0,2
03602,0,0,1,75020,40,2,1,11,0,0,0,2
03064,#NULL!,0,#NULL!,75020,45,4,2,12,0,0,0,2
03129,#NULL!,0,#NULL!,75030,33,1,3,6,0,0,0,2
03629,0,0,1,75030,43,1,3,19,0,0,0,2
08442,#NULL!,0,#NULL!,75030,34,4,4,10,0,0,0,2
03275,#NULL!,0,#NULL!,75050,46,1,5,8,0,0,0,2
02529,#NULL!,0,#NULL!,75050,40,2,2,9,0,0,1,2
05995,0,0,1,75050,20,4,3,6,0,0,0,2
05060,0,0,1,75060,40,2,3,17,0,0,1,2
02633,#NULL!,0,#NULL!,75060,35,2,1,4,0,0,1,2
05979,#NULL!,0,#NULL!,75060,40,3,2,8,0,0,0,2
03868,#NULL!,0,#NULL!,75070,52,1,4,16,0,0,0,2
03325,#NULL!,0,#NULL!,75080,39,2,1,10,0,0,1,2
08116,#NULL!,0,#NULL!,75080,37,2,1,7,0,0,0,2
03017,#NULL!,0,#NULL!,75100,31,3,5,6,0,0,0,2
06098,#NULL!,0,#NULL!,75100,32,4,1,11,0,0,0,2
03612,#NULL!,0,#NULL!,75110,24,4,2,9,0,0,0,2
06240,#NULL!,0,#NULL!,75140,50,3,5,5,0,0,0,2
07661,#NULL!,0,#NULL!,75160,39,2,1,10,0,0,1,2
02445,0,0,0,75160,19,3,2,7,0,0,0,2
09524,#NULL!,0,#NULL!,75160,51,4,5,7,0,0,0,2
03145,#NULL!,0,#NULL!,75170,43,3,3,7,0,0,0,2
02202,#NULL!,0,#NULL!,75200,41,4,4,8,0,0,0,2
00307,0,0,0,75210,30,3,2,11,0,0,0,2
06440,0,0,0,75210,28,2,1,5,0,0,0,2
05017,#NULL!,0,#NULL!,75210,39,4,1,9,0,0,0,2
05188,#NULL!,0,#NULL!,75260,35,3,3,11,0,0,0,2
09545,#NULL!,0,#NULL!,75260,26,4,5,12,0,0,0,2
00937,#NULL!,0,#NULL!,75270,34,3,4,10,0,0,0,2
02727,#NULL!,0,#NULL!,75280,45,4,3,14,0,0,0,2
03814,#NULL!,0,#NULL!,75280,44,1,3,8,0,0,0,2
06361,0,0,0,75300,29,4,2,9,0,0,0,2
07935,#NULL!,0,#NULL!,75310,33,2,4,3,0,0,0,2
06613,0,0,0,75310,31,1,3,6,0,0,0,2
06195,#NULL!,0,#NULL!,75310,35,4,1,6,0,0,0,2
05307,#NULL!,0,#NULL!,75320,41,1,1,11,0,0,0,2
04817,#NULL!,0,#NULL!,75320,34,4,3,9,0,0,0,2
08375,#NULL!,0,#NULL!,75340,44,3,2,10,0,0,0,2
07714,#NULL!,0,#NULL!,75340,33,1,3,8,0,0,0,2
05061,#NULL!,0,#NULL!,75340,39,1,1,12,0,0,0,2
06531,#NULL!,0,#NULL!,75340,43,2,4,9,0,0,1,2
01589,#NULL!,0,#NULL!,75340,21,1,2,8,0,0,0,2
03658,#NULL!,0,#NULL!,75360,48,3,5,14,0,0,0,2
02159,#NULL!,0,#NULL!,75360,20,1,5,12,0,0,0,2
00990,0,0,1,75390,48,3,2,9,0,0,0,2
02968,#NULL!,0,#NULL!,75400,28,1,3,9,0,0,0,2
08915,0,0,1,75410,33,4,5,14,0,0,0,2
05792,#NULL!,1,#NULL!,75410,41,2,3,8,0,0,1,2
06253,#NULL!,0,#NULL!,75420,32,4,5,12,0,0,0,2
00669,#NULL!,0,#NULL!,75450,32,2,1,9,0,0,1,2
04483,#NULL!,0,#NULL!,75450,38,3,2,7,0,0,0,2
02908,#NULL!,0,#NULL!,75460,36,3,3,11,0,0,0,2
00498,#NULL!,0,#NULL!,75470,23,3,4,13,0,0,0,2
02757,#NULL!,0,#NULL!,75480,51,2,3,12,0,0,1,2
03739,0,0,1,75490,21,3,2,8,0,0,0,2
06012,#NULL!,0,#NULL!,75490,57,3,4,10,0,0,0,2
02582,#NULL!,0,#NULL!,75490,52,3,1,5,0,0,0,2
00751,0,0,1,75490,30,1,2,11,0,0,0,2
06503,0,0,0,75500,14,4,3,7,0,0,0,2
00270,#NULL!,1,#NULL!,75500,17,1,5,12,0,0,0,2
04244,#NULL!,0,#NULL!,75560,33,3,5,10,0,0,0,2
06651,#NULL!,0,#NULL!,75580,33,4,5,6,0,0,0,2
02517,#NULL!,0,#NULL!,75590,46,3,2,8,0,0,0,2
02019,#NULL!,0,#NULL!,75600,36,4,2,7,0,0,0,2
09416,#NULL!,0,#NULL!,75610,60,4,1,10,0,0,0,2
03245,#NULL!,0,#NULL!,75610,35,2,5,9,0,0,0,2
00924,#NULL!,0,#NULL!,75620,52,1,4,6,0,0,0,2
03525,#NULL!,0,#NULL!,75670,27,1,2,7,0,0,0,2
03111,#NULL!,0,#NULL!,75680,26,1,2,8,0,0,0,2
00072,#NULL!,0,#NULL!,75700,32,1,3,4,0,0,0,2
02684,#NULL!,0,#NULL!,75710,38,2,1,9,0,0,1,2
00778,#NULL!,0,#NULL!,75710,27,2,5,10,0,0,0,2
01033,#NULL!,0,#NULL!,75720,58,2,3,12,0,0,1,2
04756,#NULL!,0,#NULL!,75720,43,1,3,16,0,0,0,2
03821,#NULL!,0,#NULL!,75730,34,4,4,14,0,0,0,2
09219,#NULL!,0,#NULL!,75770,43,1,1,10,0,0,0,2
03160,#NULL!,0,#NULL!,75770,38,1,3,13,0,0,0,2
06401,#NULL!,0,#NULL!,75810,56,4,4,11,0,0,0,2
03202,#NULL!,0,#NULL!,75840,37,3,2,12,0,0,0,2
08916,#NULL!,0,#NULL!,75850,29,1,4,12,0,0,0,2
04155,#NULL!,0,#NULL!,75850,43,3,3,15,0,0,0,2
03228,#NULL!,0,#NULL!,75860,48,3,5,0,0,0,0,2
03702,0,0,0,75860,66,3,1,10,0,0,3,2
02227,#NULL!,0,#NULL!,75880,41,4,5,7,0,0,0,2
01887,#NULL!,0,#NULL!,75880,33,4,2,12,0,0,0,2
08649,0,0,1,75880,41,1,1,9,0,0,0,2
08876,#NULL!,0,#NULL!,75880,21,1,2,11,0,0,0,2
02226,0,1,0,75890,49,3,1,8,0,0,0,2
07890,#NULL!,0,#NULL!,75890,49,3,3,7,0,0,0,2
09104,#NULL!,0,#NULL!,75920,32,1,5,3,0,0,0,2
09300,#NULL!,0,#NULL!,75920,38,1,2,2,0,0,0,2
06211,#NULL!,0,#NULL!,75940,34,2,2,5,0,0,1,2
09252,#NULL!,0,#NULL!,75940,41,1,3,3,0,0,0,2
07908,#NULL!,0,#NULL!,75940,21,2,1,9,0,0,0,2
09072,#NULL!,0,#NULL!,75950,41,1,3,12,0,0,0,2
07312,#NULL!,0,#NULL!,75970,23,2,5,9,0,0,0,2
00926,#NULL!,0,#NULL!,76000,35,3,1,5,0,0,3,2
09362,#NULL!,0,#NULL!,76030,24,1,2,10,0,0,0,2
09970,#NULL!,0,#NULL!,76040,27,4,2,14,0,0,0,2
09998,#NULL!,0,#NULL!,76090,39,2,2,7,0,0,1,2
01636,#NULL!,0,#NULL!,76090,59,3,1,12,0,0,0,2
00578,#NULL!,0,#NULL!,76100,25,2,1,9,0,0,0,2
08744,#NULL!,0,#NULL!,76100,46,4,4,8,0,0,0,2
04327,#NULL!,0,#NULL!,76110,30,1,5,4,0,0,0,2
01485,#NULL!,0,#NULL!,76140,39,1,3,6,0,0,0,2
05266,0,0,1,76140,35,3,2,6,0,0,0,2
06859,#NULL!,0,#NULL!,76170,51,4,3,6,0,0,0,2
04229,#NULL!,0,#NULL!,76170,28,1,1,4,0,0,0,2
03435,0,0,1,76170,60,2,2,11,0,0,1,2
02030,#NULL!,0,#NULL!,76170,50,4,4,9,0,0,0,2
00134,#NULL!,0,#NULL!,76180,17,2,5,11,0,0,0,2
05184,#NULL!,0,#NULL!,76190,33,1,1,3,0,0,0,2
03258,#NULL!,0,#NULL!,76190,33,1,3,11,0,0,0,2
05709,#NULL!,0,#NULL!,76200,26,3,4,10,0,0,0,2
08142,#NULL!,0,#NULL!,76200,51,3,1,6,0,0,0,2
06692,#NULL!,0,#NULL!,76210,48,2,5,10,0,0,1,2
06418,#NULL!,0,#NULL!,92390,50,1,1,6,0,0,0,4
00677,#NULL!,0,#NULL!,92590,51,3,5,6,0,0,1,4
02127,#NULL!,0,#NULL!,92920,31,4,5,14,0,0,0,4
08009,0,0,0,92960,36,4,1,8,0,0,0,4
06523,#NULL!,0,#NULL!,93220,24,1,5,9,0,0,0,4
09152,0,0,1,93270,51,3,5,12,0,0,4,4
00670,#NULL!,0,#NULL!,93300,33,2,2,6,0,0,0,4
08720,0,0,0,93330,50,3,1,7,0,0,2,4
03826,#NULL!,0,#NULL!,93370,50,3,4,11,0,0,2,4
08465,#NULL!,0,#NULL!,93470,34,1,5,10,0,0,0,4
07110,#NULL!,0,#NULL!,93590,49,4,1,11,0,0,0,4
03915,#NULL!,0,#NULL!,93630,44,4,1,10,0,0,0,4
06607,#NULL!,0,#NULL!,93730,25,2,2,12,0,0,0,4
07522,#NULL!,0,#NULL!,93790,26,1,1,14,0,0,0,4
03778,#NULL!,0,#NULL!,93890,24,1,4,17,0,0,0,4
05297,#NULL!,0,#NULL!,93890,41,1,4,9,0,0,0,4
06644,#NULL!,0,#NULL!,93920,55,3,5,10,0,0,3,4
04154,0,0,0,93980,26,1,5,13,0,0,0,4
04163,#NULL!,0,#NULL!,94030,56,3,5,8,0,0,2,4
02322,#NULL!,0,#NULL!,94080,27,1,1,5,0,0,0,4
00183,0,0,0,94140,35,1,4,10,0,0,0,4
05349,#NULL!,0,#NULL!,94310,19,1,1,14,0,0,0,4
08368,#NULL!,0,#NULL!,94590,20,1,2,7,0,0,0,4
00945,#NULL!,0,#NULL!,94780,47,2,4,10,0,0,1,4
00699,#NULL!,0,#NULL!,94820,46,1,4,6,0,0,0,4
06454,#NULL!,0,#NULL!,94840,36,1,3,8,0,0,0,4
01633,#NULL!,0,#NULL!,95120,40,4,1,12,0,0,0,4
08516,#NULL!,0,#NULL!,95280,51,3,2,9,0,0,2,4
03945,#NULL!,0,#NULL!,95370,43,3,3,9,0,0,2,4
02359,#NULL!,0,#NULL!,95640,36,1,2,10,0,0,0,4
08486,#NULL!,0,#NULL!,95660,30,1,4,8,0,0,0,4
08625,#NULL!,0,#NULL!,95760,42,2,2,6,0,0,1,4
00410,0,0,1,95810,37,1,1,9,0,0,0,4
03531,#NULL!,0,#NULL!,95940,44,3,3,9,0,0,3,4
04233,#NULL!,0,#NULL!,96210,46,3,4,11,0,0,1,4
02096,#NULL!,0,#NULL!,96640,54,3,2,14,0,0,2,4
04142,0,0,1,96720,31,1,5,7,0,0,0,4
06466,#NULL!,0,#NULL!,96850,40,4,5,13,0,0,0,4
06774,#NULL!,0,#NULL!,96880,38,1,5,8,0,0,0,4
09696,#NULL!,0,#NULL!,97030,45,4,2,7,0,0,0,4
06202,#NULL!,0,#NULL!,92410,43,3,1,12,0,0,2,4
09281,0,0,0,92430,42,1,5,11,0,0,0,4
02412,#NULL!,0,#NULL!,92440,28,2,3,9,0,0,0,4
00772,0,0,1,92460,53,3,4,8,0,0,3,4
06920,#NULL!,0,#NULL!,92510,34,2,2,9,0,0,1,4
01237,0,0,0,92590,44,3,4,10,0,0,3,4
05305,#NULL!,0,#NULL!,92640,59,4,3,8,0,0,0,4
03165,#NULL!,0,#NULL!,92660,46,3,1,11,0,0,2,4
08773,#NULL!,0,#NULL!,92740,37,4,3,13,0,0,0,4
02022,0,0,0,92750,28,2,2,7,0,0,0,4
09265,#NULL!,0,#NULL!,92770,23,1,5,1,0,0,0,4
09602,#NULL!,0,#NULL!,92820,48,1,5,14,0,0,0,4
08742,#NULL!,0,#NULL!,92830,33,2,5,7,0,0,1,4
08222,#NULL!,0,#NULL!,92950,39,3,2,10,0,0,1,4
08228,#NULL!,0,#NULL!,92980,37,1,4,6,0,0,0,4
05609,#NULL!,0,#NULL!,93010,36,4,5,9,0,0,0,4
06278,#NULL!,0,#NULL!,93020,36,3,5,3,0,0,2,4
01124,#NULL!,0,#NULL!,93120,45,3,4,5,0,0,1,4
06683,#NULL!,0,#NULL!,93160,47,1,4,10,0,0,0,4
06301,0,0,0,93180,35,1,4,5,0,0,0,4
07664,#NULL!,0,#NULL!,93180,27,4,3,13,0,0,0,4
04835,#NULL!,1,#NULL!,93200,44,3,3,7,0,0,2,4
07457,#NULL!,0,#NULL!,93230,48,3,5,12,0,0,1,4
00263,#NULL!,0,#NULL!,93240,40,1,1,11,0,0,0,4
07298,#NULL!,0,#NULL!,93390,46,2,1,11,0,0,1,4
07449,#NULL!,0,#NULL!,93410,15,1,1,7,0,0,0,4
00642,#NULL!,0,#NULL!,93620,57,3,1,5,0,0,2,4
09040,#NULL!,0,#NULL!,93660,30,1,2,10,0,0,0,4
04488,#NULL!,0,#NULL!,93780,28,4,4,3,0,0,0,4
05859,0,0,0,93820,58,3,2,12,0,0,1,4
06403,#NULL!,0,#NULL!,93830,31,2,2,6,0,0,0,4
02015,#NULL!,0,#NULL!,93860,29,4,1,9,0,0,0,4
07712,0,0,1,93860,29,2,2,10,0,0,1,4
05012,#NULL!,0,#NULL!,93880,36,4,5,6,0,0,0,4
08748,#NULL!,0,#NULL!,93920,43,4,1,7,0,0,0,4
00987,0,0,1,94000,53,4,4,12,0,0,0,4
02063,#NULL!,0,#NULL!,94020,41,3,4,6,0,0,3,4
06513,#NULL!,0,#NULL!,94020,67,3,2,6,0,0,2,4
04508,#NULL!,0,#NULL!,94040,25,4,4,4,0,0,0,4
04546,#NULL!,0,#NULL!,94100,21,2,4,9,0,0,0,4
01107,#NULL!,0,#NULL!,94100,31,4,4,13,0,0,0,4
02193,#NULL!,0,#NULL!,94130,19,4,3,13,0,0,0,4
03817,0,0,0,94150,43,3,1,6,0,0,1,4
09014,#NULL!,0,#NULL!,94240,46,3,2,9,0,0,2,4
00758,#NULL!,0,#NULL!,94270,43,3,4,12,0,0,2,4
07506,0,0,1,94330,47,4,2,8,0,0,0,4
03719,0,0,1,94340,47,2,1,10,0,0,1,4
09478,#NULL!,0,#NULL!,94400,47,4,3,10,0,0,0,4
02835,#NULL!,0,#NULL!,94460,45,1,3,10,0,0,0,4
06668,0,0,1,94580,55,3,4,10,0,0,1,4
07900,0,0,0,94580,47,4,1,4,0,0,0,4
01198,0,0,1,94600,33,1,1,9,0,0,0,4
05107,#NULL!,0,#NULL!,94620,37,4,3,8,0,0,0,4
06812,0,0,0,94670,31,3,1,11,0,0,1,4
07596,#NULL!,0,#NULL!,94670,46,4,4,11,0,0,0,4
04997,#NULL!,0,#NULL!,94700,26,4,4,12,0,0,0,4
07450,#NULL!,0,#NULL!,94710,42,2,4,6,0,0,1,4
01981,#NULL!,0,#NULL!,94730,47,4,4,11,0,0,0,4
09403,0,0,0,94860,34,2,3,3,0,0,1,4
05641,#NULL!,0,#NULL!,94880,44,3,3,11,0,0,3,4
02772,#NULL!,0,#NULL!,94920,28,1,2,11,0,0,0,4
06738,0,0,1,94930,23,3,5,13,0,0,2,4
06179,#NULL!,0,#NULL!,94960,41,3,4,7,0,0,1,4
04213,#NULL!,0,#NULL!,95020,71,3,3,11,0,0,2,4
05991,0,0,0,95040,62,3,4,8,0,0,2,4
03483,0,0,1,95060,28,4,5,8,0,0,0,4
03648,0,0,1,95090,57,2,1,9,0,0,1,4
07344,#NULL!,0,#NULL!,95100,47,1,2,11,0,0,0,4
06106,#NULL!,0,#NULL!,95130,18,4,5,3,0,0,0,4
05916,#NULL!,0,#NULL!,95230,31,4,2,11,0,0,0,4
08092,#NULL!,0,#NULL!,95260,26,1,2,7,0,0,0,4
07245,#NULL!,0,#NULL!,95260,32,1,4,7,0,0,0,4
08176,#NULL!,0,#NULL!,95290,49,4,2,11,0,0,0,4
05536,#NULL!,0,#NULL!,95300,27,4,1,15,0,0,0,4
08097,#NULL!,0,#NULL!,95300,49,3,4,13,0,0,3,4
01489,#NULL!,0,#NULL!,95320,44,2,4,9,0,0,0,4
02622,#NULL!,0,#NULL!,95360,42,2,3,6,0,0,0,4
00850,0,0,1,95440,38,1,2,7,0,0,0,4
03467,0,0,0,95450,39,2,2,8,0,0,0,4
09439,#NULL!,0,#NULL!,95450,45,2,5,10,0,0,0,4
01408,#NULL!,0,#NULL!,95490,26,4,2,6,0,0,0,4
01079,#NULL!,0,#NULL!,95530,48,3,3,11,0,0,1,4
00111,#NULL!,0,#NULL!,95540,18,2,2,7,0,0,0,4
04570,#NULL!,0,#NULL!,95570,44,3,1,12,0,0,0,4
02584,#NULL!,0,#NULL!,95580,35,1,4,11,0,0,0,4
06903,#NULL!,0,#NULL!,95590,36,1,4,2,0,0,0,4
05402,#NULL!,0,#NULL!,95590,40,3,2,9,0,0,0,4
01946,#NULL!,0,#NULL!,95690,43,4,4,11,0,0,0,4
04321,#NULL!,0,#NULL!,95700,66,3,2,12,0,0,2,4
02701,0,0,1,95800,17,2,2,12,0,0,0,4
01612,#NULL!,0,#NULL!,95860,34,3,1,9,0,0,2,4
08221,#NULL!,0,#NULL!,95890,61,3,5,6,0,0,3,4
07980,0,0,0,95900,34,1,3,11,0,0,0,4
01510,#NULL!,0,#NULL!,95940,38,1,4,13,0,0,0,4
09019,#NULL!,0,#NULL!,95970,53,4,3,13,0,0,0,4
06667,#NULL!,0,#NULL!,95980,68,3,1,11,0,0,1,4
09325,#NULL!,0,#NULL!,96010,38,2,2,7,0,0,1,4
00368,#NULL!,0,#NULL!,96050,18,2,1,5,0,0,0,4
04567,#NULL!,0,#NULL!,96230,27,1,4,12,0,0,0,4
01802,#NULL!,0,#NULL!,96270,37,1,2,13,0,0,0,4
07622,#NULL!,0,#NULL!,96280,20,2,3,7,0,0,1,4
09683,#NULL!,0,#NULL!,96300,42,1,4,3,0,0,0,4
07933,#NULL!,0,#NULL!,96330,48,4,5,7,0,0,0,4
04986,#NULL!,0,#NULL!,96370,49,3,2,7,0,0,0,4
06462,#NULL!,0,#NULL!,96460,38,4,3,11,0,0,0,4
07761,1,0,1,96460,40,2,1,13,0,0,0,4
07566,#NULL!,0,#NULL!,96470,44,4,3,15,0,0,0,4
08623,#NULL!,0,#NULL!,96500,33,1,5,8,0,0,0,4
02786,#NULL!,0,#NULL!,96520,25,4,1,8,0,0,0,4
06256,#NULL!,0,#NULL!,96620,30,1,4,9,0,0,0,4
07681,#NULL!,0,#NULL!,96630,33,2,1,8,0,0,1,4
02936,#NULL!,0,#NULL!,96680,44,3,5,9,0,0,2,4
05582,#NULL!,0,#NULL!,96710,45,3,2,11,0,0,2,4
00845,#NULL!,0,#NULL!,96740,42,1,2,10,0,0,0,4
